59392,7567087,1,2,0,0,"[1, 0]"
59392,7567087,4,6,0,0,"[1, 0]"
59392,7567087,4,5,0,0,"[1, 0]"
59392,7567087,10,7,0,0,"[1, 0]"
59392,7567087,10,14,0,0,"[1, 0]"
59392,7567087,22,17,0,0,"[1, 0]"
59392,7567087,22,18,0,0,"[1, 0]"
59392,7567087,45,32,0,0,"[1, 0]"
59392,7567087,45,42,0,0,"[1, 0]"
59392,7567087,91,120,0,0,"[1, 0]"
59392,7567087,91,76,0,0,"[1, 0]"
59392,7567087,183,160,0,0,"[1, 0]"
59392,7567087,183,225,0,0,"[1, 0]"
59392,7567087,368,449,0,0,"[1, 0]"
59392,7567087,368,291,0,0,"[1, 0]"
59392,7567087,738,654,0,0,"[1, 0]"
59392,7567087,738,685,0,0,"[1, 0]"
59392,7567087,1478,2029,0,0,"[1, 0]"
59392,7567087,1478,1464,0,0,"[1, 0]"
59392,7567087,2958,2823,0,0,"[1, 0]"
59392,7567087,2958,3620,0,0,"[1, 0]"
59392,7567087,4496,7143926,0,1,"[1, 0]"
59392,7567087,4496,7606438,0,1,"[1, 0]"
59392,7567087,7567087,7531802,1,1,"[1, 0]"
59392,7567087,7567087,7153494,1,1,"[1, 0]"
717563,4422025,2,1,0,0,"[1, 0]"
717563,4422025,5,3,0,0,"[1, 0]"
717563,4422025,12,14,0,0,"[1, 0]"
717563,4422025,12,7,0,0,"[1, 0]"
717563,4422025,25,26,0,0,"[1, 0]"
717563,4422025,25,23,0,0,"[1, 0]"
717563,4422025,51,44,0,0,"[1, 0]"
717563,4422025,51,56,0,0,"[1, 0]"
717563,4422025,104,111,0,0,"[1, 0]"
717563,4422025,104,65,0,0,"[1, 0]"
717563,4422025,210,192,0,0,"[1, 0]"
717563,4422025,210,221,0,0,"[1, 0]"
717563,4422025,422,364,0,0,"[1, 0]"
717563,4422025,422,405,0,0,"[1, 0]"
717563,4422025,845,977,0,0,"[1, 0]"
717563,4422025,845,834,0,0,"[1, 0]"
717563,4422025,1691,1491,0,0,"[1, 0]"
717563,4422025,1691,1789,0,0,"[1, 0]"
717563,4422025,3383,3662,0,0,"[1, 0]"
717563,4422025,3383,2626,0,0,"[1, 0]"
717563,4422025,4685,7505572,0,1,"[1, 0]"
717563,4422025,4685,7266832,0,1,"[1, 0]"
717563,4422025,4422025,7458144,1,1,"[1, 0]"
717563,4422025,4422025,4905388,1,1,"[1, 0]"
117113,7567214,1,2,0,0,"[1, 0]"
117113,7567214,3,6,0,0,"[1, 0]"
117113,7567214,8,7,0,0,"[1, 0]"
117113,7567214,8,10,0,0,"[1, 0]"
117113,7567214,17,26,0,0,"[1, 0]"
117113,7567214,17,24,0,0,"[1, 0]"
117113,7567214,35,55,0,0,"[1, 0]"
117113,7567214,35,56,0,0,"[1, 0]"
117113,7567214,72,92,0,0,"[1, 0]"
117113,7567214,72,96,0,0,"[1, 0]"
